state,gender,age,political_attn,pid...Selected.Choice,pid...Other.party..please.specify.below....Text,pid_dem,pid_rep,pid_ind,ideo_3...Selected.Choice,ideo_3...Other..please.specify.below....Text,lib_branch,con_branch,mod_branch,education,colleges_closed,kara_gpa,kara_work,james_gpa,james_cf,pk_kennedy,pk_mcconnell,pk_vegas,pk_ssmlegal,race,relig,sleep,prosthetic,blind,deaf,gang_resp,gang_fam,trolling,Thanks.for.helping.us.with.our.academic.research.project..OPTIONAL..Any.last.comments.,saw_captcha,cf_race,cf_spouse,cf_relig,cf_policy,party_assn,inparty,outparty,pcomp,comp_order,viz_cond,comp_party,saw_fts,pid7,ideo7,ideo3,pid3,apivoid.anonymity.is_vpn,blacklisted,missing_ip,duplicated,foreign_ip,funny_ip,counts,troll_count_2,untrustworthy
39,1,1,6,1,,2,NA,NA,1,,2,NA,NA,4,2,2,3,2,1,NA,2,1,NA,1,3,0,0,0,0,0,0,1,,1,white,Karen,"leads his son's Junior Explorers group, organized through the Secular Families Foundation",student government,control_pos,DEMOCRATS,REPUBLICANS,representative,group_first,,Democratic,1,2,2,liberal,democrat,NA,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,TRUE
21,2,4,7,2,,NA,2,NA,3,,NA,2,NA,3,2,1,3,1,3,1,1,1,2,1,13,0,0,0,0,0,0,1,Great Survey. Thank you,1,black,Karen,"leads his son's Cub Scouts group, organized through the Baptist Church the family attends",student government,control_pos,REPUBLICANS,DEMOCRATS,visual,,reps,,0,6,6,conservative,republican,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
39,1,2,6,3,,NA,NA,2,2,,NA,NA,2,3,5,2,1,2,1,1,1,1,4,1,3,0,0,0,0,0,0,1,,1,white,Keith,"leads his son's Junior Explorers group, organized through the Secular Families Foundation",anti-tax demonstrations,control_pos,DEMOCRATS,REPUBLICANS,visual,,usa,,1,4,4,moderate,independent,NA,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,TRUE
44,1,1,7,1,,1,NA,NA,1,,1,NA,NA,4,1,2,3,3,2,1,1,4,3,1,3,0,0,0,0,0,0,1,Thanks,1,black,Karen,"leads his son's Cub Scouts group, organized through the Baptist Church the family attends",anti-tax demonstrations,control_pos,DEMOCRATS,REPUBLICANS,representative,party_first,,Democratic,0,1,1,liberal,democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
10,2,3,4,3,,NA,NA,2,2,,NA,NA,1,3,3,1,3,1,2,3,NA,1,NA,1,2,0,0,0,0,0,0,1,,0,white,Keith,"leads his son's Cub Scouts group, organized through the Baptist Church the family attends",student government,control_neg,DEMOCRATS,REPUBLICANS,representative,party_first,,Democratic,1,4,3,liberal,independent,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
31,1,2,9,1,,1,NA,NA,1,,2,NA,NA,3,2,2,3,1,1,1,1,1,2,3,8,0,0,1,0,0,0,1,,0,black,Keith,"leads his son's Junior Explorers group, organized through the Secular Families Foundation",anti-tax demonstrations,inparty,DEMOCRATS,REPUBLICANS,visual,,dems,,1,1,2,liberal,democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE
5,2,2,8,1,,1,NA,NA,1,,1,NA,NA,4,1,1,3,2,3,1,3,2,2,3,9,0,0,0,0,0,0,1,,1,white,Karen,"leads his son's Cub Scouts group, organized through the Baptist Church the family attends",anti-tax demonstrations,control_pos,DEMOCRATS,REPUBLICANS,representative,group_first,,Democratic,0,1,1,liberal,democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
31,1,5,10,1,,1,NA,NA,3,,NA,1,NA,4,1,2,3,3,1,1,1,1,4,1,3,0,1,0,0,0,0,3,N/A,0,white,Keith,"leads his son's Junior Explorers group, organized through the Secular Families Foundation",anti-tax demonstrations,control_pos,DEMOCRATS,REPUBLICANS,representative,group_first,,Democratic,0,1,7,conservative,democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE
34,2,3,9,1,,1,NA,NA,1,,1,NA,NA,4,2,1,2,1,2,1,1,1,4,1,3,0,0,0,0,0,0,1,,1,black,Keith,"leads his son's Cub Scouts group, organized through the Baptist Church the family attends",student government,control_neg,DEMOCRATS,REPUBLICANS,representative,group_first,,Republican,1,1,1,liberal,democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
23,1,2,9,2,,NA,2,NA,3,,NA,2,NA,3,4,2,2,1,3,1,1,1,3,1,3,0,0,0,0,0,0,1,,1,black,Karen,"leads his son's Cub Scouts group, organized through the Baptist Church the family attends",living-wage demonstrations,inparty,REPUBLICANS,DEMOCRATS,representative,group_first,,Republican,1,6,6,conservative,republican,NA,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE
18,2,3,5,2,,NA,2,NA,3,,NA,2,NA,5,3,1,2,1,2,1,1,1,4,1,2,0,0,1,0,0,0,1,,1,black,Karen,"leads his son's Junior Explorers group, organized through the Secular Families Foundation",living-wage demonstrations,outparty,REPUBLICANS,DEMOCRATS,representative,party_first,,Democratic,0,6,6,conservative,republican,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE
17,1,2,10,2,,NA,1,NA,3,,NA,1,NA,3,5,2,2,2,2,3,2,1,2,1,2,0,0,0,0,0,0,1,,1,black,Keith,"leads his son's Junior Explorers group, organized through the Secular Families Foundation",student government,inparty,REPUBLICANS,DEMOCRATS,representative,group_first,,Republican,0,7,7,conservative,republican,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
3,1,1,8,1,,2,NA,NA,1,,2,NA,NA,4,1,2,1,2,1,1,1,1,4,1,8,0,0,0,0,0,0,1,,1,white,Karen,"leads his son's Junior Explorers group, organized through the Secular Families Foundation",anti-tax demonstrations,control_neg,DEMOCRATS,REPUBLICANS,representative,group_first,,Democratic,1,2,2,liberal,democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
5,1,2,8,2,,NA,1,NA,3,,NA,1,NA,4,1,3,1,2,1,4,4,2,2,1,3,0,1,1,1,1,1,4,,1,black,Keith,coaches his son's youth sports teams,student government,control_neg,REPUBLICANS,DEMOCRATS,representative,group_first,,Republican,0,7,7,conservative,republican,NA,FALSE,FALSE,FALSE,FALSE,FALSE,5,TRUE,TRUE
3,2,3,7,2,,NA,1,NA,3,,NA,2,NA,4,4,2,2,1,3,1,1,1,4,1,1,0,0,0,0,0,0,1,,1,black,Karen,"leads his son's Junior Explorers group, organized through the Secular Families Foundation",anti-tax demonstrations,control_pos,REPUBLICANS,DEMOCRATS,representative,group_first,,Republican,0,7,6,conservative,republican,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
4,2,2,8,1,,2,NA,NA,1,,2,NA,NA,3,1,3,2,1,3,4,1,3,2,2,2,1,0,0,0,0,0,1,"No, thanks ",1,white,Karen,"leads his son's Cub Scouts group, organized through the Baptist Church the family attends",student government,outparty,DEMOCRATS,REPUBLICANS,representative,group_first,,Democratic,1,2,2,liberal,democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE
31,2,2,9,3,,NA,NA,3,1,,1,NA,NA,5,2,1,2,1,2,1,2,1,4,1,8,0,0,0,0,0,0,5,,1,black,Karen,"leads his son's Junior Explorers group, organized through the Secular Families Foundation",living-wage demonstrations,control_pos,DEMOCRATS,REPUBLICANS,representative,party_first,,Republican,0,3,1,liberal,democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
45,1,4,4,2,,NA,2,NA,3,,NA,2,NA,3,4,2,3,3,3,1,1,1,NA,1,9,0,0,0,0,0,0,1,,0,white,Karen,"leads his son's Cub Scouts group, organized through the Baptist Church the family attends",anti-tax demonstrations,outparty,REPUBLICANS,DEMOCRATS,visual,,demsreps_eq,,1,6,6,conservative,republican,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
10,2,2,7,1,,1,NA,NA,1,,1,NA,NA,5,2,2,2,1,2,1,2,1,4,1,8,0,0,0,0,0,0,1,,1,black,Karen,coaches his son's youth sports teams,student government,control_neg,DEMOCRATS,REPUBLICANS,representative,party_first,,Democratic,0,1,1,liberal,democrat,NA,TRUE,FALSE,FALSE,TRUE,TRUE,0,FALSE,TRUE
38,1,2,10,2,,NA,1,NA,3,,NA,1,NA,4,4,1,2,1,1,1,1,3,4,1,9,0,0,1,0,0,0,1,,1,black,Keith,"leads his son's Cub Scouts group, organized through the Baptist Church the family attends",living-wage demonstrations,inparty,REPUBLICANS,DEMOCRATS,visual,,dems,,1,7,7,conservative,republican,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE
10,2,2,2,3,,NA,NA,2,3,,NA,1,NA,4,2,1,1,2,1,1,NA,1,4,1,3,0,0,0,0,0,0,1,none,0,white,Keith,coaches his son's youth sports teams,anti-tax demonstrations,control_pos,DEMOCRATS,REPUBLICANS,visual,,reps,,1,4,7,conservative,independent,NA,TRUE,FALSE,FALSE,TRUE,TRUE,0,FALSE,TRUE
44,1,1,7,3,,NA,NA,1,2,,NA,NA,2,5,2,3,3,3,2,3,1,1,4,1,9,0,0,0,0,0,0,1,,1,white,Keith,"leads his son's Cub Scouts group, organized through the Baptist Church the family attends",student government,inparty,REPUBLICANS,DEMOCRATS,representative,group_first,,Democratic,1,5,4,moderate,republican,NA,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE
26,1,2,7,2,,NA,1,NA,3,,NA,1,NA,2,5,3,1,5,1,NA,1,NA,NA,1,13,0,0,0,0,0,0,1,,1,black,Keith,"leads his son's Cub Scouts group, organized through the Baptist Church the family attends",student government,inparty,REPUBLICANS,DEMOCRATS,visual,,demsreps_real,,1,7,7,conservative,republican,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
32,2,4,4,3,,NA,NA,3,2,,NA,NA,1,4,2,1,3,1,2,1,1,1,NA,1,9,0,0,0,0,0,0,1,,1,black,Keith,coaches his son's youth sports teams,living-wage demonstrations,inparty,DEMOCRATS,REPUBLICANS,visual,,demsreps_real,,0,3,3,liberal,democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
5,1,1,8,3,,NA,NA,3,1,,2,NA,NA,4,2,1,2,2,3,1,1,1,4,1,8,0,0,0,0,0,0,1,,1,white,Karen,coaches his son's youth sports teams,anti-tax demonstrations,control_pos,DEMOCRATS,REPUBLICANS,representative,party_first,,Republican,1,3,2,liberal,democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
3,2,3,8,3,,NA,NA,2,2,,NA,NA,1,2,3,1,3,1,3,1,2,2,4,1,1,0,0,0,0,0,0,1,This was a very thought provoking survey. ,1,white,Karen,coaches his son's youth sports teams,student government,outparty,DEMOCRATS,REPUBLICANS,visual,,reps,,1,4,3,liberal,independent,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
31,1,1,7,1,,1,NA,NA,1,,2,NA,NA,4,2,1,3,2,1,1,1,1,4,1,3,0,0,0,0,0,0,1,Interesting Survey ,1,black,Karen,"leads his son's Cub Scouts group, organized through the Baptist Church the family attends",living-wage demonstrations,control_neg,DEMOCRATS,REPUBLICANS,representative,party_first,,Republican,0,1,2,liberal,democrat,NA,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE
43,1,2,9,1,,1,NA,NA,1,,1,NA,NA,3,2,2,3,2,2,1,1,1,2,1,8,0,0,1,0,0,0,1,,1,white,Keith,coaches his son's youth sports teams,living-wage demonstrations,control_pos,DEMOCRATS,REPUBLICANS,visual,,reps,,1,1,1,liberal,democrat,NA,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE
44,1,1,6,1,,2,NA,NA,3,,NA,2,NA,4,2,1,3,3,1,1,4,1,NA,1,2,0,0,0,0,0,0,2,,1,black,Keith,"leads his son's Junior Explorers group, organized through the Secular Families Foundation",living-wage demonstrations,control_neg,DEMOCRATS,REPUBLICANS,representative,group_first,,Democratic,1,2,6,conservative,democrat,NA,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,TRUE
43,2,1,7,1,,2,NA,NA,1,,2,NA,NA,4,2,1,3,2,2,NA,NA,2,NA,2,9,0,0,0,0,0,0,1,,1,white,Karen,"leads his son's Cub Scouts group, organized through the Baptist Church the family attends",living-wage demonstrations,control_pos,DEMOCRATS,REPUBLICANS,visual,,demsreps_real,,1,2,2,liberal,democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
36,2,1,6,2,,NA,2,NA,3,,NA,2,NA,4,2,2,1,2,2,1,1,2,4,1,1,0,0,0,0,0,0,2,,1,black,Karen,"leads his son's Junior Explorers group, organized through the Secular Families Foundation",student government,outparty,REPUBLICANS,DEMOCRATS,visual,,demsreps_eq,,0,6,6,conservative,republican,NA,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE
10,1,2,5,3,,NA,NA,1,3,,NA,1,NA,2,2,3,2,2,2,2,4,1,2,1,8,0,0,0,0,0,1,3,"good
",1,black,Keith,"leads his son's Cub Scouts group, organized through the Baptist Church the family attends",anti-tax demonstrations,control_pos,REPUBLICANS,DEMOCRATS,visual,,demsreps_eq,,1,5,7,conservative,republican,NA,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE
48,1,1,8,1,,2,NA,NA,1,,1,NA,NA,4,2,3,3,3,2,1,1,1,NA,2,3,0,0,0,0,0,0,3,,1,white,Karen,"leads his son's Junior Explorers group, organized through the Secular Families Foundation",student government,inparty,DEMOCRATS,REPUBLICANS,visual,,demsreps_eq,,0,2,1,liberal,democrat,NA,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE
47,2,1,7,3,,NA,NA,1,3,,NA,1,NA,3,2,3,1,1,2,3,2,1,4,1,1,0,0,0,0,0,0,1,,1,black,Keith,coaches his son's youth sports teams,student government,control_neg,REPUBLICANS,DEMOCRATS,visual,,demsreps_eq,,0,5,7,conservative,republican,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
14,2,2,9,2,,NA,2,NA,3,,NA,2,NA,4,4,2,3,3,3,3,1,1,3,1,9,0,0,0,0,0,0,1,,1,white,Karen,"leads his son's Cub Scouts group, organized through the Baptist Church the family attends",living-wage demonstrations,inparty,REPUBLICANS,DEMOCRATS,representative,party_first,,Democratic,0,6,6,conservative,republican,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
23,1,2,7,1,,1,NA,NA,1,,1,NA,NA,3,2,1,2,1,2,3,1,1,2,1,8,0,0,0,0,0,0,1,,1,white,Karen,coaches his son's youth sports teams,living-wage demonstrations,inparty,DEMOCRATS,REPUBLICANS,representative,group_first,,Republican,1,1,1,liberal,democrat,NA,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE
2,1,2,9,1,,1,NA,NA,2,,NA,NA,2,5,2,2,1,1,2,1,1,1,3,2,5,0,0,0,0,1,1,3,good,0,black,Keith,coaches his son's youth sports teams,student government,outparty,DEMOCRATS,REPUBLICANS,visual,,usa,,0,1,4,moderate,democrat,NA,TRUE,FALSE,FALSE,FALSE,TRUE,2,TRUE,TRUE
23,2,2,4,1,,2,NA,NA,1,,2,NA,NA,4,4,1,3,1,2,3,1,1,4,1,9,0,0,0,0,0,0,1,,1,black,Keith,"leads his son's Junior Explorers group, organized through the Secular Families Foundation",student government,inparty,DEMOCRATS,REPUBLICANS,representative,group_first,,Democratic,0,2,2,liberal,democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
22,1,1,6,1,,1,NA,NA,2,,NA,NA,1,4,1,2,3,2,2,1,1,1,2,1,3,0,0,0,0,1,0,1,,1,white,Karen,coaches his son's youth sports teams,anti-tax demonstrations,control_neg,DEMOCRATS,REPUBLICANS,representative,group_first,,Republican,0,1,3,liberal,democrat,NA,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,TRUE
36,1,2,10,1,,2,NA,NA,1,,1,NA,NA,4,2,2,2,2,1,1,1,1,4,1,8,0,0,0,0,0,0,1,No comments.,1,white,Karen,"leads his son's Junior Explorers group, organized through the Secular Families Foundation",anti-tax demonstrations,inparty,DEMOCRATS,REPUBLICANS,representative,party_first,,Republican,0,2,1,liberal,democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
10,2,1,8,2,,NA,1,NA,3,,NA,1,NA,3,2,1,2,2,2,4,3,1,3,1,3,0,0,0,0,0,0,1,,1,black,Karen,"leads his son's Junior Explorers group, organized through the Secular Families Foundation",anti-tax demonstrations,control_pos,REPUBLICANS,DEMOCRATS,representative,group_first,,Democratic,0,7,7,conservative,republican,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
44,1,1,10,1,,1,NA,NA,1,,1,NA,NA,5,1,1,2,1,2,1,4,NA,2,"1,6",3,1,0,1,0,0,1,2,NOT,1,white,Karen,coaches his son's youth sports teams,anti-tax demonstrations,outparty,DEMOCRATS,REPUBLICANS,representative,party_first,,Democratic,1,1,1,liberal,democrat,NA,TRUE,FALSE,FALSE,TRUE,TRUE,3,TRUE,TRUE
5,1,4,9,1,,1,NA,NA,1,,1,NA,NA,5,1,2,3,2,2,1,1,1,4,1,2,0,0,0,0,0,0,1,,0,black,Keith,"leads his son's Cub Scouts group, organized through the Baptist Church the family attends",anti-tax demonstrations,inparty,DEMOCRATS,REPUBLICANS,representative,party_first,,Democratic,1,1,1,liberal,democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
3,1,3,9,1,,1,NA,NA,1,,1,NA,NA,3,4,2,2,3,2,1,1,1,4,"1,4,6",8,0,0,0,0,0,0,1,,1,white,Karen,coaches his son's youth sports teams,student government,control_neg,DEMOCRATS,REPUBLICANS,visual,,demsreps_real,,0,1,1,liberal,democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
34,2,2,8,1,,2,NA,NA,1,,2,NA,NA,4,2,2,1,2,2,3,3,2,3,3,7,0,0,0,0,0,0,1,,1,white,Karen,"leads his son's Junior Explorers group, organized through the Secular Families Foundation",living-wage demonstrations,control_neg,DEMOCRATS,REPUBLICANS,visual,,demsreps_real,,0,2,2,liberal,democrat,NA,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE
5,2,2,9,1,,1,NA,NA,1,,1,NA,NA,3,1,1,1,1,2,1,1,1,3,1,9,0,0,0,0,0,0,1,,1,white,Karen,"leads his son's Junior Explorers group, organized through the Secular Families Foundation",living-wage demonstrations,inparty,DEMOCRATS,REPUBLICANS,visual,,demsreps_eq,,0,1,1,liberal,democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
23,1,2,7,1,,2,NA,NA,1,,2,NA,NA,3,2,2,3,2,2,1,1,1,4,1,8,0,0,0,0,0,0,1,n/a,0,black,Keith,coaches his son's youth sports teams,student government,control_neg,DEMOCRATS,REPUBLICANS,representative,group_first,,Republican,1,2,2,liberal,democrat,NA,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE
39,1,1,9,3,,NA,NA,3,2,,NA,NA,1,3,4,1,3,2,2,1,1,1,3,1,8,0,0,0,0,0,0,1,,1,white,Keith,"leads his son's Cub Scouts group, organized through the Baptist Church the family attends",student government,control_pos,DEMOCRATS,REPUBLICANS,visual,,demsreps_real,,0,3,3,liberal,democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
21,2,2,5,3,,NA,NA,2,2,,NA,NA,2,3,1,1,2,1,2,3,NA,1,NA,"2,3",3,0,0,0,0,0,0,1,I really enjoyed this survey.,1,white,Keith,"leads his son's Junior Explorers group, organized through the Secular Families Foundation",student government,inparty,REPUBLICANS,DEMOCRATS,visual,,dems,,1,4,4,moderate,independent,NA,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE
5,2,2,10,3,,NA,NA,2,1,,1,NA,NA,4,3,1,3,1,2,1,2,1,2,"1,2,4,6",6,0,0,1,0,0,1,1,,1,black,Keith,"leads his son's Junior Explorers group, organized through the Secular Families Foundation",living-wage demonstrations,control_pos,DEMOCRATS,REPUBLICANS,visual,,usa,,0,4,1,liberal,independent,NA,FALSE,FALSE,FALSE,FALSE,FALSE,2,TRUE,TRUE
5,2,1,7,2,,NA,1,NA,3,,NA,1,NA,3,4,2,1,1,3,1,1,NA,4,1,1,0,0,0,0,0,0,1,,1,black,Keith,"leads his son's Cub Scouts group, organized through the Baptist Church the family attends",student government,control_pos,REPUBLICANS,DEMOCRATS,representative,group_first,,Republican,1,7,7,conservative,republican,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
33,1,2,8,2,,NA,1,NA,3,,NA,1,NA,4,2,5,3,1,3,4,4,4,2,2,3,0,0,1,0,0,0,3,this survey in the very difficult but i am first time used by the survey,0,white,Keith,coaches his son's youth sports teams,student government,inparty,REPUBLICANS,DEMOCRATS,representative,group_first,,Republican,1,7,7,conservative,republican,NA,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE
34,2,3,5,2,,NA,1,NA,3,,NA,1,NA,3,3,2,3,2,2,3,2,1,2,1,3,0,0,0,0,0,0,1,,0,black,Karen,coaches his son's youth sports teams,student government,inparty,REPUBLICANS,DEMOCRATS,visual,,reps,,0,7,7,conservative,republican,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
15,2,1,7,1,,2,NA,NA,1,,2,NA,NA,3,4,2,3,2,3,3,2,1,2,"1,3,5",8,0,0,0,0,0,0,1,,1,white,Karen,"leads his son's Cub Scouts group, organized through the Baptist Church the family attends",living-wage demonstrations,inparty,DEMOCRATS,REPUBLICANS,visual,,demsreps_eq,,1,2,2,liberal,democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
7,2,1,8,1,,1,NA,NA,1,,1,NA,NA,4,4,2,3,2,3,1,1,1,4,1,8,0,0,0,0,0,0,1,,1,white,Karen,coaches his son's youth sports teams,anti-tax demonstrations,inparty,DEMOCRATS,REPUBLICANS,visual,,reps,,1,1,1,liberal,democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
50,2,1,6,3,,NA,NA,2,2,,NA,NA,2,3,4,1,3,1,2,1,1,1,3,1,9,0,0,1,1,0,0,1,,1,white,Keith,"leads his son's Junior Explorers group, organized through the Secular Families Foundation",student government,control_neg,REPUBLICANS,DEMOCRATS,visual,,usa,,0,4,4,moderate,independent,NA,FALSE,FALSE,FALSE,FALSE,FALSE,2,TRUE,TRUE
34,1,3,7,2,,NA,1,NA,3,,NA,1,NA,3,4,2,2,3,2,1,1,2,4,1,3,0,0,0,0,0,0,1,,1,white,Karen,"leads his son's Junior Explorers group, organized through the Secular Families Foundation",student government,control_pos,REPUBLICANS,DEMOCRATS,representative,party_first,,Republican,0,7,7,conservative,republican,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
15,2,2,8,1,,2,NA,NA,2,,NA,NA,2,4,3,1,3,1,1,NA,1,1,4,1,13,0,0,0,0,0,0,1,,1,black,Karen,"leads his son's Cub Scouts group, organized through the Baptist Church the family attends",student government,inparty,DEMOCRATS,REPUBLICANS,visual,,usa,,0,2,4,moderate,democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
23,1,1,7,3,,NA,NA,3,1,,2,NA,NA,3,1,2,3,1,2,1,1,1,4,1,9,1,0,0,0,0,0,1,No.,1,black,Keith,coaches his son's youth sports teams,living-wage demonstrations,outparty,DEMOCRATS,REPUBLICANS,representative,party_first,,Democratic,0,3,2,liberal,democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE
44,2,1,9,3,,NA,NA,1,2,,NA,NA,2,4,5,4,3,3,2,1,2,4,3,1,3,0,1,1,1,1,1,4,no comments,0,black,Karen,"leads his son's Junior Explorers group, organized through the Secular Families Foundation",student government,control_pos,REPUBLICANS,DEMOCRATS,representative,group_first,,Democratic,0,5,4,moderate,republican,NA,TRUE,FALSE,FALSE,FALSE,TRUE,5,TRUE,TRUE
23,1,3,5,1,,2,NA,NA,2,,NA,NA,2,3,2,1,3,1,3,NA,NA,1,NA,1,13,0,0,0,0,0,0,1,,1,black,Karen,coaches his son's youth sports teams,anti-tax demonstrations,inparty,DEMOCRATS,REPUBLICANS,visual,,dems,,1,2,4,moderate,democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
10,2,2,4,1,,1,NA,NA,2,,NA,NA,2,3,2,1,3,2,2,1,1,1,NA,1,2,0,0,0,0,0,0,1,thanks,1,black,Keith,"leads his son's Cub Scouts group, organized through the Baptist Church the family attends",living-wage demonstrations,control_pos,DEMOCRATS,REPUBLICANS,visual,,reps,,1,1,4,moderate,democrat,NA,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,TRUE
10,2,2,7,2,,NA,1,NA,3,,NA,1,NA,4,2,1,1,2,3,NA,1,1,3,1,1,0,0,0,0,0,0,1,all good,1,white,Karen,coaches his son's youth sports teams,student government,inparty,REPUBLICANS,DEMOCRATS,visual,,demsreps_real,,0,7,7,conservative,republican,NA,TRUE,FALSE,TRUE,FALSE,TRUE,0,FALSE,TRUE
23,1,2,8,2,,NA,1,NA,3,,NA,1,NA,3,5,3,3,1,3,3,1,1,NA,3,3,0,0,0,0,0,0,1,,1,white,Karen,"leads his son's Junior Explorers group, organized through the Secular Families Foundation",anti-tax demonstrations,outparty,REPUBLICANS,DEMOCRATS,representative,group_first,,Democratic,1,7,7,conservative,republican,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
5,2,2,7,1,,1,NA,NA,1,,2,NA,NA,5,2,1,3,1,1,1,1,1,4,1,9,0,0,0,0,0,0,1,,1,black,Karen,"leads his son's Cub Scouts group, organized through the Baptist Church the family attends",student government,inparty,DEMOCRATS,REPUBLICANS,representative,group_first,,Democratic,0,1,2,liberal,democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
39,2,1,7,3,,NA,NA,2,2,,NA,NA,2,5,1,1,1,1,3,4,2,2,4,1,4,0,0,1,1,0,0,1,Nope. Interesting questions!,1,black,Karen,"leads his son's Cub Scouts group, organized through the Baptist Church the family attends",anti-tax demonstrations,control_pos,DEMOCRATS,REPUBLICANS,visual,,usa,,1,4,4,moderate,independent,NA,FALSE,FALSE,FALSE,FALSE,FALSE,2,TRUE,TRUE
44,1,1,8,2,,NA,1,NA,1,,1,NA,NA,4,2,2,3,2,1,1,NA,1,4,1,3,0,0,1,0,0,0,1,,1,white,Keith,coaches his son's youth sports teams,student government,control_pos,REPUBLICANS,DEMOCRATS,representative,party_first,,Republican,1,7,1,liberal,republican,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE
24,2,2,8,1,,1,NA,NA,1,,1,NA,NA,4,2,2,2,2,2,1,2,1,4,1,2,0,0,0,0,0,0,1,,0,white,Keith,"leads his son's Junior Explorers group, organized through the Secular Families Foundation",anti-tax demonstrations,inparty,DEMOCRATS,REPUBLICANS,visual,,demsreps_real,,0,1,1,liberal,democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
