pcomp_rep_old_perc,pcomp_rep_evang_perc,pcomp_rep_rich_perc,pcomp_rep_south_perc,pcomp_dem_black_perc,pcomp_dem_aa_perc,pcomp_dem_union_perc,pcomp_dem_lgb_perc,pcomp_rep_old_100,pcomp_rep_evang_100,pcomp_rep_rich_100,pcomp_rep_south_100,pcomp_dem_black_100,pcomp_dem_aa_100,pcomp_dem_union_100,pcomp_dem_lgb_100,num1,num2,num3,num4,bayes_lgb_br,bayes_union_br,bayes_lgb_comp_dem,bayes_lgb_comp_rep,bayes_lgb_comp_ind,bayes_union_comp_dem,bayes_union_comp_rep,bayes_union_comp_ind,pk1pk_gm,pk2pk_blm,pk3pk_firstamd,pk4pk_congress,pk5pk_eu,bayes_lgb_br_requiz,bayes_union_br_requiz,bayes_lgb_dem_requiz,bayes_union_dem_requiz,bayes_dem_union_dv,bayes_dem_lgb_dv,bayes_evang_br,bayes_rich_br,bayes_evang_comp_rep,bayes_evang_comp_dem,bayes_evang_comp_ind,bayes_rich_comp_rep,bayes_rich_comp_dem,bayes_rich_comp_ind,bayes_evang_br_requiz,bayes_rich_br_requiz,bayes_evang_rep_requiz,bayes_rich_rep_requiz,bayes_rep_evang_dv,bayes_rep_rich_dv,state,sexgender,age,race,religionrelig,polinterestpol_int,pid3pid,pid3_4_textotherpartypleasespeci,strdempid_dem,strreppid_rep,pidleanpid_ind,party,bayes_cond,num1_01,num2_01,num3_01,num4_01,num_index,pk1,pk2,pk3,pk4,pk5,pk_index,pid7,pid3,br_shown,responseid,study,timing_cond,timing_dem_aa_fast,q162_firstclickfirstclick,q162_lastclicklastclick,q162_pagesubmitpagesubmit,q162_clickcountclickcount,timing_dem_union_fast,q163_firstclickfirstclick,q163_lastclicklastclick,q163_pagesubmitpagesubmit,q163_clickcountclickcount,timing_dem_lgb_fast,q74_firstclickfirstclick,q74_lastclicklastclick,q74_pagesubmitpagesubmit,q74_clickcountclickcount,timing_rep_old_fast,q144_firstclickfirstclick,q144_lastclicklastclick,q144_pagesubmitpagesubmit,q144_clickcountclickcount,timing_rep_evang_fast,q146_firstclickfirstclick,q146_lastclicklastclick,q146_pagesubmitpagesubmit,q146_clickcountclickcount,timing_rep_south_fast,q148_firstclickfirstclick,q148_lastclicklastclick,q148_pagesubmitpagesubmit,q148_clickcountclickcount,timing_rep_rich_fast,q142_firstclickfirstclick,q142_lastclicklastclick,q142_pagesubmitpagesubmit,q142_clickcountclickcount
NA,NA,NA,NA,NA,NA,NA,NA,10,25,1,22,34,4,19,24,500,10,1 in 12,0.01,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Massachusetts,Male,60,White or Caucasian,Catholic,Some of the time,Republican,,,Not very strong Republican,,,,1,1,1,0,0.75,0,0,0,0,0,0,6,Rep,1,R_25X6otuKpMC6YgI,main_measurement,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida,Male,46,Hispanic or Latino,Catholic,Most of the time,Democrat,,Strong Democrat,,,,,1,1,1,0,0.75,0,0,0,0,0,0,1,Dem,0,R_25XtMawBxf2a3c2,timing,slow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,0.001,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oregon,Male,36,White or Caucasian,Agnostic,Most of the time,Independent,,,,Neither,,,1,1,1,0,0.75,0,0,0,0,0,0,4,Ind,1,R_25ZrsGgsPxzWfsu,timing,slow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,100,1 in 12,0.10%,NA,NA,NA,NA,NA,NA,NA,NA,22,Missouri,Freedom of the press,The Democratic Party controls 43% of seats and the Republican Party controls 57%,Russia,NA,NA,NA,NA,NA,NA,18,5,90,1,9,80,18,2,NA,NA,NA,NA,20,20,New Jersey,Female,24,White or Caucasian,Atheist,Some of the time,Democrat,,Strong Democrat,,,rep,control,1,0,1,1,0.75,0,1,1,1,1,0.800000012,1,Dem,0,R_25u76PSIRr00QmC,bayes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,1,20,25,75,5,20,30,35,35,22,Illinois,Equal protection under the law,The Democratic Party controls 43% of seats and the Republican Party controls 57%,Greece,NA,NA,63.09999847,41.90000153,45,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,California,Female,33,White or Caucasian,Agnostic,Most of the time,Democrat,,Strong Democrat,,,dem,group_comp,1,1,1,0,0.75,0,0,0,1,0,0.200000003,1,Dem,0,R_262yc3bdrnKdvJ1,bayes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,61,50,83,42,24,40,30,21,500,10,1 in 12,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colorado,Male,24,White or Caucasian,Atheist,Some of the time,Democrat,,Not very strong Democrat,,,,,1,1,1,1,1,0,0,0,0,0,0,2,Dem,1,R_269AYljE44JkPiN,main_measurement,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,0.00%,10,10,60,30,10,50,40,10,50,Maryland,Freedom of the press,The Democratic Party controls 43% of seats and the Republican Party controls 57%,Bulgaria,3.799999952,11.30000019,NA,NA,5.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida,Male,22,White or Caucasian,Agnostic,Only now and then,Democrat,,Strong Democrat,,,dem,base_rate,1,1,1,0,0.75,1,0,1,1,0,0.600000024,1,Dem,0,R_269dhUjlpP9eZI6,bayes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pennsylvania,Female,23,White or Caucasian,Other,Most of the time,Republican,,,Not very strong Republican,,,,1,1,1,0,0.75,0,0,0,0,0,0,6,Rep,1,R_26bYajJxHnbRpUF,timing,slow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,100,1 in 12,0.01,15,20,70,5,25,70,10,20,36,Missouri,Freedom of the press,The Democratic Party controls 43% of seats and the Republican Party controls 57%,Russia,NA,NA,NA,NA,60,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Georgia,Female,24,White or Caucasian,Evangelical Protestant,Only now and then,Independent,,,,Closer to the Republican Party,dem,control,1,0,1,0,0.5,0,1,1,1,1,0.800000012,5,Rep,0,R_26bgvRworyJ2M0G,bayes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,10,1 in 12,1,NA,NA,NA,NA,NA,NA,NA,NA,0,Missouri,Right to vote,The Democratic Party controls 43% of seats and the Republican Party controls 57%,Russia,NA,NA,NA,NA,NA,NA,35,15,45,15,40,65,5,30,NA,NA,56.09999847,49.70000076,56.1,49.7,California,Male,37,White or Caucasian,Non-Evangelical Protestant,Some of the time,Republican,,,Strong Republican,,rep,group_comp,0,1,1,0,0.5,0,1,0,1,1,0.600000024,7,Rep,0,R_26f3hoxVh6J2uI8,bayes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,95,4,86,47,68,14,45,NA,NA,NA,NA,NA,NA,NA,NA,600,100,1 in 12,10,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ohio,Male,24,White or Caucasian,Atheist,Only now and then,Independent,,,,Neither,,,0,0,1,0,0.25,0,0,0,0,0,0,4,Ind,1,R_26i4kPWKdmatffc,main_measurement,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,0.1,25,20,40,10,50,25,70,5,50,Mississippi,Freedom of the press,The Democratic Party controls 43% of seats and the Republican Party controls 57%,Russia,NA,NA,63.09999847,41.90000153,41.90000153,63.09999847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vermont,Male,34,White or Caucasian,Non-Evangelical Protestant,Most of the time,Republican,,,Not very strong Republican,,dem,group_comp,1,1,1,1,1,1,0,1,1,1,0.800000012,6,Rep,0,R_26mfHv42UYVYyQc,bayes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,0.1,2,15,55,35,10,55,35,10,22,Missouri,Equal protection under the law,The Democratic Party controls 57% of seats and the Republican Party controls 43%,Russia,NA,NA,NA,NA,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missouri,Male,34,White or Caucasian,Catholic,Only now and then,Independent,,,,Neither,dem,control,1,1,1,1,1,0,1,0,0,1,0.400000006,4,Ind,0,R_27251x2f9ev4ucI,bayes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,10,1 in 12,0.1,NA,NA,NA,NA,NA,NA,NA,NA,50,Missouri,Freedom of the press,,Russia,NA,NA,NA,NA,NA,NA,10,10,70,20,10,60,30,10,19.10000038,2,NA,NA,40,60,Nebraska,Male,20,White or Caucasian,Other,Most of the time,Independent,,,,Closer to the Democratic Party,rep,base_rate,0,1,1,1,0.75,1,1,1,0,1,0.800000012,3,Dem,0,R_274jUJpIIee7WLW,bayes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,0.01,15,30,70,20,10,60,30,10,50,Mississippi,Freedom of the press,The Democratic Party controls 57% of seats and the Republican Party controls 43%,Greece,NA,NA,NA,NA,12,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida,Male,25,Other,Agnostic,Only now and then,Independent,,,,Closer to the Republican Party,dem,control,1,1,1,0,0.75,1,0,1,0,0,0.400000006,5,Rep,0,R_277D79zmUBRL6hf,bayes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,15,60,25,40,6,25,10,5,500,10,1 in 12,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nevada,Male,34,Asian or Pacific Islander,Agnostic,Some of the time,Democrat,,Strong Democrat,,,,,1,1,1,1,1,0,0,0,0,0,0,1,Dem,0,R_27H8DWP0TP7YqJK,main_measurement,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455,100,1 in 12,100,25,45,65,25,10,25,45,30,Don't Know,Missouri,Freedom of the press,The Democratic Party controls 10% of seats and the Republican Party controls 90%,,NA,NA,NA,NA,15,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Texas,Female,38,White or Caucasian,Evangelical Protestant,Some of the time,Republican,,,Strong Republican,,dem,control,0,0,1,0,0.25,0,1,1,0,0,0.400000006,7,Rep,0,R_27U1Fddbs1FgLcu,bayes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,1%,NA,NA,NA,NA,NA,NA,NA,NA,22,Mississippi,Right to bear arms,,,NA,NA,NA,NA,NA,NA,60,10,20,40,40,40,40,20,19.10000038,2,NA,NA,40,40,Colorado,Male,23,White or Caucasian,Catholic,Hardly at all,Democrat,,Not very strong Democrat,,,rep,base_rate,1,1,1,0,0.75,0,0,0,0,0,0,2,Dem,0,R_27UlM40207X5klZ,bayes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,56,53,7,51,9,9,15,9,500,100,1 in 12,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kansas,Male,34,White or Caucasian,Other,Some of the time,Democrat,,Not very strong Democrat,,,,,1,0,1,0,0.5,0,0,0,0,0,0,2,Dem,0,R_27WmdkV2NTaEiah,main_measurement,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,0.001,35,20,60,15,25,20,75,5,22,Illinois,Right to vote,,,NA,NA,NA,NA,7.5,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ohio,Male,22,White or Caucasian,Agnostic,Only now and then,Independent,,,,Closer to the Democratic Party,dem,control,1,1,1,0,0.75,0,0,0,0,0,0,3,Dem,0,R_27d5vZAbsKCTTti,bayes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,43,60,100,81,97,24,64,44,500,10,1 in 12,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wisconsin,Female,44,Black or African American,Non-Evangelical Protestant,Most of the time,Democrat,,Strong Democrat,,,,,1,1,1,0,0.75,0,0,0,0,0,0,1,Dem,0,R_27dpIPHGNA7oBro,main_measurement,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,1%,25,10,40,20,40,60,10,30,36,Missouri,Right to bear arms,The Democratic Party controls 57% of seats and the Republican Party controls 43%,Russia,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Texas,Female,27,Hispanic or Latino,Agnostic,Only now and then,Democrat,,Strong Democrat,,,dem,control,1,1,1,0,0.75,0,1,0,0,1,0.400000006,1,Dem,0,R_27lN62lo1VAxeil,bayes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50%,10,1 in 12,0.10%,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,California,Female,38,White or Caucasian,Jewish,Some of the time,Democrat,,Not very strong Democrat,,,,,0,1,1,1,0.75,0,0,0,0,0,0,2,Dem,1,R_27lpv94NIhedvmU,timing,fast,71,4.681000233,4.681000233,6.260000229,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,3.361999989,3.361999989,4.452000141,1,36,4.573999882,4.573999882,5.568999767,1,NA,NA,NA,NA,NA,71,4.010000229,4.010000229,4.907000065,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,10,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Georgia,Female,26,Black or African American,Other,Some of the time,Democrat,,Not very strong Democrat,,,,,1,1,1,0,0.75,0,0,0,0,0,0,2,Dem,0,R_27rFDqEBB4XYDnS,timing,fast,NA,NA,NA,NA,NA,43,4.386000156,4.386000156,5.153999805,1,33,6.160999775,8.854000092,9.597999573,2,NA,NA,NA,NA,NA,95,5.485000134,5.485000134,6.09800005,1,73,4.743000031,4.743000031,5.34800005,1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,0.5,20,30,60,10,30,80,5,15,50,Missouri,Freedom of the press,The Democratic Party controls 43% of seats and the Republican Party controls 57%,Russia,NA,NA,63.09999847,41.90000153,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arizona,Female,64,White or Caucasian,Other,Most of the time,Democrat,,Strong Democrat,,,dem,group_comp,1,1,1,0,0.75,1,1,1,1,1,1,1,Dem,0,R_27wFY3CdLUdGEUW,bayes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,30,20,20,50,50,19,30,25,500,1,1 in 12,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kentucky,Female,37,White or Caucasian,Non-Evangelical Protestant,Some of the time,Republican,,,Not very strong Republican,,,,1,0,1,0,0.5,0,0,0,0,0,0,6,Rep,0,R_28GnD9YlPOJyr0D,main_measurement,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,0.1,5,20,70,20,10,60,30,10,50,Missouri,Freedom of the press,The Democratic Party controls 43% of seats and the Republican Party controls 57%,Russia,NA,NA,NA,NA,30,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Idaho,Female,50,White or Caucasian,Other,Most of the time,Republican,,,Strong Republican,,dem,control,1,1,1,1,1,1,1,1,1,1,1,7,Rep,0,R_28HBDSCT3vSYwze,bayes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,100,1 in 12,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Illinois,Female,50,White or Caucasian,Non-Evangelical Protestant,Only now and then,Democrat,,Not very strong Democrat,,,,,0,0,1,0,0.25,0,0,0,0,0,0,2,Dem,1,R_28STubLnyKo8iYZ,timing,slow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,60,20,10,20,30,14,30,10,500,10,1 in 12,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New York,Female,35,White or Caucasian,Atheist,Most of the time,Republican,,,Not very strong Republican,,,,1,1,1,1,1,0,0,0,0,0,0,6,Rep,1,R_28SsMH3h9FehqWp,main_measurement,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,0.05,NA,NA,NA,NA,NA,NA,NA,NA,50,Missouri,Freedom of the press,The Democratic Party controls 43% of seats and the Republican Party controls 57%,Russia,NA,NA,NA,NA,NA,NA,25,5,85,13,2,50,50,0,NA,NA,56.09999847,49.70000076,56.1,49.7,New Mexico,Female,59,White or Caucasian,Catholic,Some of the time,Republican,,,Strong Republican,,rep,group_comp,1,1,1,0,0.75,1,1,1,1,1,1,7,Rep,0,R_28U8HdcukPQccnG,bayes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,10,1 in 12,0.01,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oklahoma,Female,26,White or Caucasian,Other,Most of the time,Democrat,,Not very strong Democrat,,,,,0,1,1,0,0.5,0,0,0,0,0,0,2,Dem,0,R_28YFoS7wRfTokKX,timing,fast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,3.772000074,3.772000074,4.353000164,1,71,5.519000053,5.519000053,6.099999905,1,24,4.227000237,4.227000237,4.893000126,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tennessee,Female,28,White or Caucasian,Agnostic,Only now and then,Independent,,,,Neither,,,1,1,1,0,0.75,0,0,0,0,0,0,4,Ind,0,R_299PCZ9nDrHY5Uw,timing,slow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,1,30,25,80,10,10,50,25,25,50,Missouri,Freedom of the press,The Democratic Party controls 43% of seats and the Republican Party controls 57%,Bulgaria,3.799999952,11.30000019,NA,NA,50,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,California,Female,31,White or Caucasian,Other,Only now and then,Democrat,,Strong Democrat,,,dem,base_rate,1,1,1,0,0.75,1,1,1,1,0,0.800000012,1,Dem,0,R_29TgMghxpRBx1st,bayes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
